Region,ItemCode,BrandCode,Package,ShipQty,SalesQty,YearMonth,Year,Month,Quarter,HolidayDay,IsHoliday
West,2111256114,33,pack2,2568.1277,1725.203,2014-12,2014,12,4,0,0
West,2111256114,33,pack2,3643.1235,3466.6714,2015-01,2015,1,1,3,1
West,2111256114,33,pack2,2808.0952,2553.3757,2015-02,2015,2,1,7,1
West,2111256114,33,pack2,3152.592,12639.093,2015-03,2015,3,1,1,1
West,2111256114,33,pack2,4891.6133,7017.4814,2015-04,2015,4,2,3,1
West,2111256114,33,pack2,1532.2487,5081.0151,2015-05,2015,5,2,3,1
West,2111256114,33,pack2,2626.7546,3155.6006,2015-06,2015,6,2,3,1
West,2111256114,33,pack2,5581.7729,6281.7358,2015-07,2015,7,3,0,0
West,2111256114,33,pack2,3147.3103,7197.3481,2015-08,2015,8,3,0,0
West,2111256114,33,pack2,2592.7964,6007.7388,2015-09,2015,9,3,2,1
West,2111256114,33,pack2,3168.4795,8610.2363,2015-10,2015,10,4,7,1
West,2111256114,33,pack2,3897.7117,6073.6152,2015-11,2015,11,4,0,0
West,2111256114,33,pack2,3676.4063,2217.8469,2015-12,2015,12,4,0,0
West,2111256114,33,pack2,7785.7739,7464.52,2016-01,2016,1,1,3,1
West,2111256114,33,pack2,3694.1184,6362.0811,2016-02,2016,2,1,7,1
West,2111256114,33,pack2,2955.5051,5750.0151,2016-03,2016,3,1,1,1
West,2111256114,33,pack2,4619.2554,7071.3423,2016-04,2016,4,2,4,1
West,2111256114,33,pack2,3379.9138,7998.7925,2016-05,2016,5,2,2,1
West,2111256114,33,pack2,2581.7947,2829.2139,2016-06,2016,6,2,3,1
West,2111256114,33,pack2,5089.1797,5761.5107,2016-07,2016,7,3,0,0
West,2111256114,33,pack2,5101.3042,6416.2266,2016-08,2016,8,3,0,0
West,2111256114,33,pack2,4059.8528,5391.2666,2016-09,2016,9,3,3,1
West,2111256114,33,pack2,2165.6172,6369.8423,2016-10,2016,10,4,7,1
West,2111256114,33,pack2,3795.9561,6032.1094,2016-11,2016,11,4,0,0
West,2111256114,33,pack2,2587.061,5411.3872,2016-12,2016,12,4,1,1
West,2111256114,33,pack2,9142.9688,10664.375,2017-01,2017,1,1,7,1
West,2111256114,33,pack2,1670.4293,10479.512,2017-02,2017,2,1,2,1
West,2111256114,33,pack2,3261.9363,9971.7383,2017-03,2017,3,1,1,1
West,2111256114,33,pack2,3266.9209,10864.072,2017-04,2017,4,2,5,1
West,2111256114,33,pack2,1412.2477,10062.287,2017-05,2017,5,2,4,1
West,2111256114,33,pack2,3208.0586,10171.867,2017-06,2017,6,2,0,0
West,2111256114,33,pack2,3789.4385,10837.376,2017-07,2017,7,3,0,0
West,2111256114,33,pack2,3852.3345,11259.022,2017-08,2017,8,3,0,0
West,2111256114,33,pack2,3946.2813,9777.2285,2017-09,2017,9,3,0,0
West,2111256114,33,pack2,1670.4293,12402.55,2017-10,2017,10,4,8,1
West,2111256114,33,pack2,3261.9363,5898.0249,2017-11,2017,11,4,0,0
West,2992101565,34,pack3,632.78003,0,2016-01,2016,1,1,3,1
West,2992101565,34,pack3,496.34918,0,2016-02,2016,2,1,7,1
West,2992101565,34,pack3,322.72006,0,2016-03,2016,3,1,1,1
West,2992101565,34,pack3,559.25879,909.95471,2016-04,2016,4,2,4,1
West,2992101565,34,pack3,0,550.63904,2016-05,2016,5,2,2,1
West,2992101565,34,pack3,1358.6774,608.74316,2016-06,2016,6,2,3,1
West,2992101565,34,pack3,855.76495,505.3385,2016-07,2016,7,3,0,0
West,2992101565,34,pack3,442.60992,3525.4287,2016-08,2016,8,3,0,0
West,2992101565,34,pack3,0,0,2016-09,2016,9,3,3,1
West,2992101565,34,pack3,628.02808,190.1582,2016-10,2016,10,4,7,1
West,2992101565,34,pack3,0,283.03036,2016-11,2016,11,4,0,0
West,2992101565,34,pack3,1020.2071,401.19971,2016-12,2016,12,4,1,1
West,2992101565,34,pack3,917.66241,220.53641,2017-01,2017,1,1,7,1
West,2992101565,34,pack3,470.03644,2764.4575,2017-02,2017,2,1,2,1
West,2992101565,34,pack3,1084.7122,2531.5254,2017-03,2017,3,1,1,1
West,2992101565,34,pack3,1035.2456,1741.2877,2017-04,2017,4,2,5,1
West,2992101565,34,pack3,1001.4205,6546.1094,2017-05,2017,5,2,4,1
West,2992101565,34,pack3,1087.7701,32701.207,2017-06,2017,6,2,0,0
West,2992101565,34,pack3,850.45435,850.96796,2017-07,2017,7,3,0,0
West,2992101565,34,pack3,927.87268,2213.1968,2017-08,2017,8,3,0,0
West,2992101565,34,pack3,498.71799,2069.0908,2017-09,2017,9,3,0,0
West,2992101565,34,pack3,470.03644,344.17215,2017-10,2017,10,4,8,1
West,2992101565,34,pack3,1084.7122,766.85431,2017-11,2017,11,4,0,0
West,3747832079,34,pack2,3383.9766,175.12558,2014-01,2014,1,1,2,1
West,3747832079,34,pack2,2391.9929,342.96286,2014-02,2014,2,1,6,1
West,3747832079,34,pack2,1615.1798,1528.9088,2014-03,2014,3,1,1,1
West,3747832079,34,pack2,5146.7202,803.35223,2014-04,2014,4,2,3,1
West,3747832079,34,pack2,4555.2256,1618.8179,2014-05,2014,5,2,4,1
West,3747832079,34,pack2,1753.4325,1134.506,2014-06,2014,6,2,2,1
West,3747832079,34,pack2,2174.4717,2104.8362,2014-07,2014,7,3,0,0
West,3747832079,34,pack2,2995.9036,2074.3052,2014-08,2014,8,3,0,0
West,3747832079,34,pack2,1892.8777,1158.3297,2014-09,2014,9,3,3,1
West,3747832079,34,pack2,2802.7839,698.19354,2014-10,2014,10,4,7,1
West,3747832079,34,pack2,2672.2795,1678.4055,2014-11,2014,11,4,0,0
West,3747832079,34,pack2,2586.6882,1786.4297,2014-12,2014,12,4,0,0
West,3747832079,34,pack2,2825.6545,0,2015-01,2015,1,1,3,1
West,3747832079,34,pack2,2984.7839,695.99219,2015-02,2015,2,1,7,1
West,3747832079,34,pack2,2002.4609,726.04565,2015-03,2015,3,1,1,1
West,3747832079,34,pack2,3040.7458,215.78859,2015-04,2015,4,2,3,1
West,3747832079,34,pack2,2921.7437,1397.6116,2015-05,2015,5,2,3,1
West,3747832079,34,pack2,2695.866,638.79803,2015-06,2015,6,2,3,1
West,3747832079,34,pack2,1465.2142,133.57478,2015-07,2015,7,3,0,0
West,3747832079,34,pack2,1414.473,618.06952,2015-08,2015,8,3,0,0
West,3747832079,34,pack2,2796.7524,864.5448,2015-09,2015,9,3,2,1
West,3747832079,34,pack2,2222.8018,1008.4005,2015-10,2015,10,4,7,1
West,3747832079,34,pack2,3955.7329,464.23227,2015-11,2015,11,4,0,0
West,3747832079,34,pack2,1083.1642,961.29376,2015-12,2015,12,4,0,0
West,3747832079,34,pack2,4648.8442,1916.2758,2016-01,2016,1,1,3,1
West,3747832079,34,pack2,2177.1765,1102.4862,2016-02,2016,2,1,7,1
West,3747832079,34,pack2,5082.7705,1132.0056,2016-03,2016,3,1,1,1
West,3747832079,34,pack2,3232.4663,2077.9114,2016-04,2016,4,2,4,1
West,3747832079,34,pack2,4376.2124,818.88312,2016-05,2016,5,2,2,1
West,3747832079,34,pack2,6272.1953,2312.0342,2016-06,2016,6,2,3,1
West,3747832079,34,pack2,4583.356,1076.3784,2016-07,2016,7,3,0,0
West,3747832079,34,pack2,5817.7266,2557.5557,2016-08,2016,8,3,0,0
West,3747832079,34,pack2,5223.4116,2557.0298,2016-09,2016,9,3,3,1
West,3747832079,34,pack2,3529.0569,2165.6797,2016-10,2016,10,4,7,1
West,3747832079,34,pack2,4518.4209,1727.1455,2016-11,2016,11,4,0,0
West,3747832079,34,pack2,3828.936,1092.093,2016-12,2016,12,4,1,1
West,3747832079,34,pack2,7948.1357,1198.6134,2017-01,2017,1,1,7,1
West,3747832079,34,pack2,4251.2578,2008.5802,2017-02,2017,2,1,2,1
West,3747832079,34,pack2,5330.0703,2855.8462,2017-03,2017,3,1,1,1
West,3747832079,34,pack2,2285.5071,2794.4255,2017-04,2017,4,2,5,1
West,3747832079,34,pack2,3405.9087,2255.1377,2017-05,2017,5,2,4,1
West,3747832079,34,pack2,5202.8618,2513.3267,2017-06,2017,6,2,0,0
West,3747832079,34,pack2,2879.178,1875.788,2017-07,2017,7,3,0,0
West,3747832079,34,pack2,5661.103,1868.8051,2017-08,2017,8,3,0,0
West,3747832079,34,pack2,4144.084,1886.5996,2017-09,2017,9,3,0,0
West,3747832079,34,pack2,4251.2578,1086.8556,2017-10,2017,10,4,8,1
West,3747832079,34,pack2,5330.0703,1957.2041,2017-11,2017,11,4,0,0
West,5203395462,33,pack2,2076.0222,0,2015-06,2015,6,2,3,1
West,5203395462,33,pack2,3911.4553,1766.1656,2015-07,2015,7,3,0,0
West,5203395462,33,pack2,1866.0157,500.78946,2015-08,2015,8,3,0,0
West,5203395462,33,pack2,2155.8352,1041.1488,2015-09,2015,9,3,2,1
West,5203395462,33,pack2,2283.5107,1365.9653,2015-10,2015,10,4,7,1
West,5203395462,33,pack2,2701.0217,891.4577,2015-11,2015,11,4,0,0
West,5203395462,33,pack2,2080.0427,1298.0178,2015-12,2015,12,4,0,0
West,5203395462,33,pack2,8601.5146,3394.4604,2016-01,2016,1,1,3,1
West,5203395462,33,pack2,2858.1885,1354.6581,2016-02,2016,2,1,7,1
West,5203395462,33,pack2,5298.3799,6468.873,2016-03,2016,3,1,1,1
West,5203395462,33,pack2,3017.3662,2547.3274,2016-04,2016,4,2,4,1
West,5203395462,33,pack2,3878.5356,3674.1833,2016-05,2016,5,2,2,1
West,5203395462,33,pack2,5387.6582,2697.0725,2016-06,2016,6,2,3,1
West,5203395462,33,pack2,5861.8589,4564.2065,2016-07,2016,7,3,0,0
West,5203395462,33,pack2,5202.5923,3009.5198,2016-08,2016,8,3,0,0
West,5203395462,33,pack2,4506.8389,2435.3018,2016-09,2016,9,3,3,1
West,5203395462,33,pack2,1869.3904,2344.7075,2016-10,2016,10,4,7,1
West,5203395462,33,pack2,3757.842,1444.077,2016-11,2016,11,4,0,0
West,5203395462,33,pack2,4038.3787,1058.8116,2016-12,2016,12,4,1,1
West,5203395462,33,pack2,8951.1191,4538.6582,2017-01,2017,1,1,7,1
West,5203395462,33,pack2,2844.6235,2970.446,2017-02,2017,2,1,2,1
West,5203395462,33,pack2,2556.8865,4618.5952,2017-03,2017,3,1,1,1
West,5203395462,33,pack2,3485.3611,3999.7524,2017-04,2017,4,2,5,1
West,5203395462,33,pack2,1563.5394,850.07428,2017-05,2017,5,2,4,1
West,5203395462,33,pack2,0,0,2017-06,2017,6,2,0,0
West,5203395462,33,pack2,2786.6372,2197.696,2017-07,2017,7,3,0,0
West,5203395462,33,pack2,3105.7275,1418.8407,2017-08,2017,8,3,0,0
West,5203395462,33,pack2,1477.155,3039.7065,2017-09,2017,9,3,0,0
West,5203395462,33,pack2,2844.6235,2083.4546,2017-10,2017,10,4,8,1
West,5203395462,33,pack2,2556.8865,0,2017-11,2017,11,4,0,0
West,5676563080,33,pack3,343.47159,138.25494,2017-01,2017,1,1,7,1
West,5676563080,33,pack3,0,59.435318,2017-02,2017,2,1,2,1
West,5676563080,33,pack3,1068.1487,330.06506,2017-03,2017,3,1,1,1
West,5676563080,33,pack3,0,0,2017-04,2017,4,2,5,1
West,5676563080,33,pack3,1443.026,505.19559,2017-05,2017,5,2,4,1
West,5676563080,33,pack3,1258.3059,915.51465,2017-06,2017,6,2,0,0
West,5676563080,33,pack3,1002.942,2569.9683,2017-07,2017,7,3,0,0
West,5676563080,33,pack3,1562.1731,2973.2625,2017-08,2017,8,3,0,0
West,5676563080,33,pack3,257.96143,492.17865,2017-09,2017,9,3,0,0
West,5676563080,33,pack3,0,300.62347,2017-10,2017,10,4,8,1
West,5676563080,33,pack3,1068.1487,555.91425,2017-11,2017,11,4,0,0
West,5763825994,33,pack1,1265.731,0,2014-01,2014,1,1,2,1
West,5763825994,33,pack1,541.75421,366.22485,2014-02,2014,2,1,6,1
West,5763825994,33,pack1,1586.5176,478.98587,2014-03,2014,3,1,1,1
West,5763825994,33,pack1,1034.9872,204.59433,2014-04,2014,4,2,3,1
West,5763825994,33,pack1,1103.0223,184.06586,2014-05,2014,5,2,4,1
West,5763825994,33,pack1,2341.2764,506.34735,2014-06,2014,6,2,2,1
West,5763825994,33,pack1,1509.2565,561.68732,2014-07,2014,7,3,0,0
West,5763825994,33,pack1,5232.252,909.59387,2014-08,2014,8,3,0,0
West,5763825994,33,pack1,1342.7784,661.44183,2014-09,2014,9,3,3,1
West,5763825994,33,pack1,2402.0017,463.01855,2014-10,2014,10,4,7,1
West,5763825994,33,pack1,905.1452,574.32141,2014-11,2014,11,4,0,0
West,5763825994,33,pack1,2448.7219,729.81219,2014-12,2014,12,4,0,0
West,5763825994,33,pack1,1908.5911,1612.2585,2015-01,2015,1,1,3,1
West,5763825994,33,pack1,1216.6803,268.76706,2015-02,2015,2,1,7,1
West,5763825994,33,pack1,5676.1401,555.57562,2015-03,2015,3,1,1,1
West,5763825994,33,pack1,6576.1064,2285.717,2015-04,2015,4,2,3,1
West,5763825994,33,pack1,3428.49,2451.6248,2015-05,2015,5,2,3,1
West,5763825994,33,pack1,1407.9065,503.69241,2015-06,2015,6,2,3,1
West,5763825994,33,pack1,3518.6313,2106.8677,2015-07,2015,7,3,0,0
West,5763825994,33,pack1,3960.1118,5102.021,2015-08,2015,8,3,0,0
West,5763825994,33,pack1,1307.5475,2177.4429,2015-09,2015,9,3,2,1
West,5763825994,33,pack1,1294.4022,400.01917,2015-10,2015,10,4,7,1
West,5763825994,33,pack1,1277.6648,2764.7705,2015-11,2015,11,4,0,0
West,5763825994,33,pack1,1727.9564,2660.3916,2015-12,2015,12,4,0,0
West,5763825994,33,pack1,1780.2301,990.1662,2016-01,2016,1,1,3,1
West,5763825994,33,pack1,1003.0217,383.91992,2016-02,2016,2,1,7,1
West,5763825994,33,pack1,2066.1487,883.12738,2016-03,2016,3,1,1,1
West,5763825994,33,pack1,2524.4895,2760.5127,2016-04,2016,4,2,4,1
West,5763825994,33,pack1,2137.1169,2158.6416,2016-05,2016,5,2,2,1
West,5763825994,33,pack1,3128.136,437.85852,2016-06,2016,6,2,3,1
West,5763825994,33,pack1,3112.9038,2191.4978,2016-07,2016,7,3,0,0
West,5763825994,33,pack1,2883.6692,1294.7643,2016-08,2016,8,3,0,0
West,5763825994,33,pack1,2616.207,2823.0117,2016-09,2016,9,3,3,1
West,5763825994,33,pack1,788.98834,745.73157,2016-10,2016,10,4,7,1
West,5763825994,33,pack1,0,335.7793,2016-11,2016,11,4,0,0
West,5763825994,33,pack1,1065.2623,208.62578,2016-12,2016,12,4,1,1
West,5763825994,33,pack1,3429.0852,829.24634,2017-01,2017,1,1,7,1
West,5763825994,33,pack1,1773.868,850.88129,2017-02,2017,2,1,2,1
West,5763825994,33,pack1,2220.6687,1021.8191,2017-03,2017,3,1,1,1
West,5763825994,33,pack1,2819.2021,2130.2722,2017-04,2017,4,2,5,1
West,5763825994,33,pack1,2309.6003,2610.6394,2017-05,2017,5,2,4,1
West,5763825994,33,pack1,3099.9885,3849.6677,2017-06,2017,6,2,0,0
West,5763825994,33,pack1,1959.0076,3433.8403,2017-07,2017,7,3,0,0
West,5763825994,33,pack1,3976.5085,3521.9119,2017-08,2017,8,3,0,0
West,5763825994,33,pack1,579.15881,3105.053,2017-09,2017,9,3,0,0
West,5763825994,33,pack1,1773.868,1706.6954,2017-10,2017,10,4,8,1
West,5763825994,33,pack1,2220.6687,1267.3368,2017-11,2017,11,4,0,0
West,6179328252,34,pack1,405.11884,0,2014-01,2014,1,1,2,1
West,6179328252,34,pack1,868.87317,361.82642,2014-02,2014,2,1,6,1
West,6179328252,34,pack1,1046.2411,290.29355,2014-03,2014,3,1,1,1
West,6179328252,34,pack1,931.56921,0,2014-04,2014,4,2,3,1
West,6179328252,34,pack1,667.67365,546.14771,2014-05,2014,5,2,4,1
West,6179328252,34,pack1,911.92737,533.61407,2014-06,2014,6,2,2,1
West,6179328252,34,pack1,564.95233,46.244099,2014-07,2014,7,3,0,0
West,6179328252,34,pack1,0,242.8107,2014-08,2014,8,3,0,0
West,6179328252,34,pack1,929.6712,748.53461,2014-09,2014,9,3,3,1
West,6179328252,34,pack1,638.44098,67.04203,2014-10,2014,10,4,7,1
West,6179328252,34,pack1,0,0,2014-11,2014,11,4,0,0
West,6179328252,34,pack1,0,51.377155,2014-12,2014,12,4,0,0
West,6179328252,34,pack1,1846.3342,72.922333,2015-01,2015,1,1,3,1
West,6179328252,34,pack1,1437.7441,165.50919,2015-02,2015,2,1,7,1
West,6179328252,34,pack1,2754.8604,222.51059,2015-03,2015,3,1,1,1
West,6179328252,34,pack1,1051.7469,120.43712,2015-04,2015,4,2,3,1
West,6179328252,34,pack1,1564.4386,1304.2169,2015-05,2015,5,2,3,1
West,6179328252,34,pack1,2729.2854,1163.9417,2015-06,2015,6,2,3,1
West,6179328252,34,pack1,507.75262,821.20856,2015-07,2015,7,3,0,0
West,6179328252,34,pack1,2354.1655,274.14651,2015-08,2015,8,3,0,0
West,6179328252,34,pack1,419.1507,77.11039,2015-09,2015,9,3,2,1
West,6179328252,34,pack1,1025.2098,254.68457,2015-10,2015,10,4,7,1
West,6179328252,34,pack1,0,178.90965,2015-11,2015,11,4,0,0
West,6179328252,34,pack1,256.78833,248.6181,2015-12,2015,12,4,0,0
West,6179328252,34,pack1,1709.0702,384.2991,2016-01,2016,1,1,3,1
West,6179328252,34,pack1,452.82834,530.06409,2016-02,2016,2,1,7,1
West,6179328252,34,pack1,886.0979,575.50134,2016-03,2016,3,1,1,1
West,6179328252,34,pack1,2243.127,736.79852,2016-04,2016,4,2,4,1
West,6179328252,34,pack1,2389.9111,711.00726,2016-05,2016,5,2,2,1
West,6179328252,34,pack1,3293.6877,1817.6362,2016-06,2016,6,2,3,1
West,6179328252,34,pack1,1164.8442,1997.583,2016-07,2016,7,3,0,0
West,6179328252,34,pack1,1807.0457,836.80884,2016-08,2016,8,3,0,0
West,6179328252,34,pack1,1887.3306,1083.2798,2016-09,2016,9,3,3,1
West,6179328252,34,pack1,858.20111,275.10626,2016-10,2016,10,4,7,1
West,6179328252,34,pack1,0,1741.9399,2016-11,2016,11,4,0,0
West,6179328252,34,pack1,1083.9211,601.65674,2016-12,2016,12,4,1,1
West,6179328252,34,pack1,4645.1436,230.89241,2017-01,2017,1,1,7,1
West,6179328252,34,pack1,1424.8984,205.26071,2017-02,2017,2,1,2,1
West,6179328252,34,pack1,1732.4688,400.75403,2017-03,2017,3,1,1,1
West,6179328252,34,pack1,3721.6626,689.5127,2017-04,2017,4,2,5,1
West,6179328252,34,pack1,2790.7874,1800.551,2017-05,2017,5,2,4,1
West,6179328252,34,pack1,1557.7622,3070.832,2017-06,2017,6,2,0,0
West,6179328252,34,pack1,1361.7974,2458.8477,2017-07,2017,7,3,0,0
West,6179328252,34,pack1,1484.5432,2123.8586,2017-08,2017,8,3,0,0
West,6179328252,34,pack1,0,942.96765,2017-09,2017,9,3,0,0
West,6179328252,34,pack1,1424.8984,1080.6021,2017-10,2017,10,4,8,1
West,6179328252,34,pack1,1732.4688,1116.9264,2017-11,2017,11,4,0,0
West,9310070030,33,pack1,1323.114,9432.8584,2014-02,2014,2,1,6,1
West,9310070030,33,pack1,1972.3363,422.43188,2014-03,2014,3,1,1,1
West,9310070030,33,pack1,1008.759,816.79358,2014-04,2014,4,2,3,1
West,9310070030,33,pack1,2528.3076,2493.3774,2014-05,2014,5,2,4,1
West,9310070030,33,pack1,3332.6719,2060.6255,2014-06,2014,6,2,2,1
West,9310070030,33,pack1,2392.6946,2437.5571,2014-07,2014,7,3,0,0
West,9310070030,33,pack1,4433.9956,4033.0483,2014-08,2014,8,3,0,0
West,9310070030,33,pack1,2828.644,2495.8167,2014-09,2014,9,3,3,1
West,9310070030,33,pack1,2479.2383,2443.1025,2014-10,2014,10,4,7,1
West,9310070030,33,pack1,2070.2368,2386.8799,2014-11,2014,11,4,0,0
West,9310070030,33,pack1,1245.2683,3826.1025,2014-12,2014,12,4,0,0
West,9310070030,33,pack1,5784.1172,2151.7822,2015-01,2015,1,1,3,1
West,9310070030,33,pack1,1898.3898,706.18579,2015-02,2015,2,1,7,1
West,9310070030,33,pack1,3976.2803,20775.107,2015-03,2015,3,1,1,1
West,9310070030,33,pack1,6199.2207,8775.7734,2015-04,2015,4,2,3,1
West,9310070030,33,pack1,6349.8413,3867.1196,2015-05,2015,5,2,3,1
West,9310070030,33,pack1,7045.1055,8763.2275,2015-06,2015,6,2,3,1
West,9310070030,33,pack1,8307.3291,6774.6611,2015-07,2015,7,3,0,0
West,9310070030,33,pack1,6612.7964,4668.6606,2015-08,2015,8,3,0,0
West,9310070030,33,pack1,4530.2266,3298.4063,2015-09,2015,9,3,2,1
West,9310070030,33,pack1,4173.3857,3458.717,2015-10,2015,10,4,7,1
West,9310070030,33,pack1,2544.8477,4645.6001,2015-11,2015,11,4,0,0
West,9310070030,33,pack1,2673.7295,3453.1711,2015-12,2015,12,4,0,0
West,9310070030,33,pack1,6274.9604,5067.8032,2016-01,2016,1,1,3,1
West,9310070030,33,pack1,1777.6567,7838.5381,2016-02,2016,2,1,7,1
West,9310070030,33,pack1,2953.7786,7169.7485,2016-03,2016,3,1,1,1
West,9310070030,33,pack1,2726.73,6679.2769,2016-04,2016,4,2,4,1
West,9310070030,33,pack1,2730.2556,21566.984,2016-05,2016,5,2,2,1
West,9310070030,33,pack1,8247.2764,14092.757,2016-06,2016,6,2,3,1
West,9310070030,33,pack1,4869.9312,11173.711,2016-07,2016,7,3,0,0
West,9310070030,33,pack1,6417.3037,12654.157,2016-08,2016,8,3,0,0
West,9310070030,33,pack1,2852.2114,8500.5586,2016-09,2016,9,3,3,1
West,9310070030,33,pack1,2887.9004,8890.4541,2016-10,2016,10,4,7,1
West,9310070030,33,pack1,1611.3392,8973.8076,2016-11,2016,11,4,0,0
West,9310070030,33,pack1,982.10803,11716.322,2016-12,2016,12,4,1,1
West,9310070030,33,pack1,5553.124,6959.0869,2017-01,2017,1,1,7,1
West,9310070030,33,pack1,1092.4105,8199.0361,2017-02,2017,2,1,2,1
West,9310070030,33,pack1,4083.9331,16977.854,2017-03,2017,3,1,1,1
West,9310070030,33,pack1,4743.8916,9624.0107,2017-04,2017,4,2,5,1
West,9310070030,33,pack1,6071.4336,14857.53,2017-05,2017,5,2,4,1
West,9310070030,33,pack1,4534.1704,16335.27,2017-06,2017,6,2,0,0
West,9310070030,33,pack1,4479.166,8196.3467,2017-07,2017,7,3,0,0
West,9310070030,33,pack1,1916.3315,7969.7524,2017-08,2017,8,3,0,0
West,9310070030,33,pack1,1306.3787,9032.8623,2017-09,2017,9,3,0,0
West,9310070030,33,pack1,1092.4105,8981.3613,2017-10,2017,10,4,8,1
West,9310070030,33,pack1,4083.9331,0,2017-11,2017,11,4,0,0
