Region,ItemCode,BrandCode,Package,ShipQty,SalesQty,YearMonth,Year,Month,Quarter,HolidayDay,IsHoliday
East,2111256114,33,pack2,4340.6753,14091.454,2014-01,2014,1,1,2,1
East,2111256114,33,pack2,4580.5273,19698.484,2014-02,2014,2,1,6,1
East,2111256114,33,pack2,2007.392,2771.1514,2014-03,2014,3,1,1,1
East,2111256114,33,pack2,1651.4801,3096.1331,2014-04,2014,4,2,3,1
East,2111256114,33,pack2,6113.1191,26282.811,2014-05,2014,5,2,4,1
East,2111256114,33,pack2,896.073,2914.2102,2014-06,2014,6,2,2,1
East,2111256114,33,pack2,2039.29,2437.5806,2014-07,2014,7,3,0,0
East,2111256114,33,pack2,3485.6489,1089.5725,2014-08,2014,8,3,0,0
East,2111256114,33,pack2,3934.4241,3672.2534,2014-09,2014,9,3,3,1
East,2111256114,33,pack2,1193.252,6452.0303,2014-10,2014,10,4,7,1
East,2111256114,33,pack2,1030.9208,1346.2711,2014-11,2014,11,4,0,0
East,2111256114,33,pack2,1070.739,228.78549,2014-12,2014,12,4,0,0
East,2111256114,33,pack2,5821.3052,6184.1279,2015-01,2015,1,1,3,1
East,2111256114,33,pack2,3823.1511,1195.6881,2015-02,2015,2,1,7,1
East,2111256114,33,pack2,2858.009,5918.187,2015-03,2015,3,1,1,1
East,2111256114,33,pack2,2088.1804,1290.0452,2015-04,2015,4,2,3,1
East,2111256114,33,pack2,2362.2483,3680.6782,2015-05,2015,5,2,3,1
East,2111256114,33,pack2,2863.0854,1373.974,2015-06,2015,6,2,3,1
East,2111256114,33,pack2,2283.3494,623.52081,2015-07,2015,7,3,0,0
East,2111256114,33,pack2,4264.9448,563.15869,2015-08,2015,8,3,0,0
East,2111256114,33,pack2,3166.0281,3654.4502,2015-09,2015,9,3,2,1
East,2111256114,33,pack2,1042.2009,3215.3406,2015-10,2015,10,4,7,1
East,2111256114,33,pack2,2720.7363,5129.5005,2015-11,2015,11,4,0,0
East,2111256114,33,pack2,946.49548,1176.3036,2015-12,2015,12,4,0,0
East,2111256114,33,pack2,5109.2944,1432.9056,2016-01,2016,1,1,3,1
East,2111256114,33,pack2,2108.7263,896.12158,2016-02,2016,2,1,7,1
East,2111256114,33,pack2,2188.6829,1280.0184,2016-03,2016,3,1,1,1
East,2111256114,33,pack2,411.12833,1229.0768,2016-04,2016,4,2,4,1
East,2111256114,33,pack2,2541.8218,413.66425,2016-05,2016,5,2,2,1
East,2111256114,33,pack2,1441.7861,421.74753,2016-06,2016,6,2,3,1
East,2111256114,33,pack2,2413.9868,692.57916,2016-07,2016,7,3,0,0
East,2111256114,33,pack2,4185.7222,397.34741,2016-08,2016,8,3,0,0
East,2111256114,33,pack2,2529.8987,2290.2117,2016-09,2016,9,3,3,1
East,2111256114,33,pack2,3397.4697,3643.0098,2016-10,2016,10,4,7,1
East,2111256114,33,pack2,3106.2612,2105.7756,2016-11,2016,11,4,0,0
East,2111256114,33,pack2,531.55457,2353.3318,2016-12,2016,12,4,1,1
East,2111256114,33,pack2,6494.3486,1951.9368,2017-01,2017,1,1,7,1
East,2111256114,33,pack2,2907.0388,1863.1584,2017-02,2017,2,1,2,1
East,2111256114,33,pack2,2301.3948,5112.7373,2017-03,2017,3,1,1,1
East,2111256114,33,pack2,3479.8608,2213.0413,2017-04,2017,4,2,5,1
East,2111256114,33,pack2,3415.5818,2979.5071,2017-05,2017,5,2,4,1
East,2111256114,33,pack2,1411.5442,1192.1318,2017-06,2017,6,2,0,0
East,2111256114,33,pack2,4661.2163,4893.3735,2017-07,2017,7,3,0,0
East,2111256114,33,pack2,2704.1602,2677.8262,2017-08,2017,8,3,0,0
East,2111256114,33,pack2,4346.4272,6984.7681,2017-09,2017,9,3,0,0
East,2111256114,33,pack2,2907.0388,5567.978,2017-10,2017,10,4,8,1
East,2111256114,33,pack2,2301.3948,1300.5354,2017-11,2017,11,4,0,0
East,2992101565,34,pack3,539.83899,0,2016-01,2016,1,1,3,1
East,2992101565,34,pack3,0,0,2016-02,2016,2,1,7,1
East,2992101565,34,pack3,1376.4056,1368.3794,2016-03,2016,3,1,1,1
East,2992101565,34,pack3,226.19508,0,2016-04,2016,4,2,4,1
East,2992101565,34,pack3,0,5036.9985,2016-05,2016,5,2,2,1
East,2992101565,34,pack3,1903.7552,2365.6592,2016-06,2016,6,2,3,1
East,2992101565,34,pack3,0,73.398705,2016-07,2016,7,3,0,0
East,2992101565,34,pack3,364.47937,0,2016-08,2016,8,3,0,0
East,2992101565,34,pack3,0,1595.8649,2016-09,2016,9,3,3,1
East,2992101565,34,pack3,0,724.90253,2016-10,2016,10,4,7,1
East,2992101565,34,pack3,1394.4449,5746.8618,2016-11,2016,11,4,0,0
East,2992101565,34,pack3,0,1836.7341,2016-12,2016,12,4,1,1
East,2992101565,34,pack3,1328.91,5315.4644,2017-01,2017,1,1,7,1
East,2992101565,34,pack3,621.60944,20022.865,2017-02,2017,2,1,2,1
East,2992101565,34,pack3,460.92456,303.30481,2017-03,2017,3,1,1,1
East,2992101565,34,pack3,0,1578.1414,2017-04,2017,4,2,5,1
East,2992101565,34,pack3,759.98505,652.54443,2017-05,2017,5,2,4,1
East,2992101565,34,pack3,1262.8037,583.78638,2017-06,2017,6,2,0,0
East,2992101565,34,pack3,1091.2777,314.23636,2017-07,2017,7,3,0,0
East,2992101565,34,pack3,528.12811,65.858543,2017-08,2017,8,3,0,0
East,2992101565,34,pack3,0,1397.9695,2017-09,2017,9,3,0,0
East,2992101565,34,pack3,621.60944,0,2017-10,2017,10,4,8,1
East,2992101565,34,pack3,460.92456,582.92627,2017-11,2017,11,4,0,0
East,3747832079,34,pack2,1791.101,936.49365,2014-01,2014,1,1,2,1
East,3747832079,34,pack2,2030.9459,1096.2997,2014-02,2014,2,1,6,1
East,3747832079,34,pack2,2967.4756,423.6962,2014-03,2014,3,1,1,1
East,3747832079,34,pack2,1278.0625,141.78214,2014-04,2014,4,2,3,1
East,3747832079,34,pack2,1518.0681,79.996178,2014-05,2014,5,2,4,1
East,3747832079,34,pack2,1115.9786,544.0611,2014-06,2014,6,2,2,1
East,3747832079,34,pack2,925.31232,375.32797,2014-07,2014,7,3,0,0
East,3747832079,34,pack2,1490.3722,411.8623,2014-08,2014,8,3,0,0
East,3747832079,34,pack2,495.31784,673.88696,2014-09,2014,9,3,3,1
East,3747832079,34,pack2,958.0528,311.05051,2014-10,2014,10,4,7,1
East,3747832079,34,pack2,902.97784,325.50958,2014-11,2014,11,4,0,0
East,3747832079,34,pack2,579.15759,926.43677,2014-12,2014,12,4,0,0
East,3747832079,34,pack2,3204.2078,145.67595,2015-01,2015,1,1,3,1
East,3747832079,34,pack2,2825.303,858.39362,2015-02,2015,2,1,7,1
East,3747832079,34,pack2,514.34802,879.86444,2015-03,2015,3,1,1,1
East,3747832079,34,pack2,584.21716,195.48317,2015-04,2015,4,2,3,1
East,3747832079,34,pack2,489.18753,628.13452,2015-05,2015,5,2,3,1
East,3747832079,34,pack2,1377.4423,214.94038,2015-06,2015,6,2,3,1
East,3747832079,34,pack2,2803.8469,650.98541,2015-07,2015,7,3,0,0
East,3747832079,34,pack2,2380.5586,574.37006,2015-08,2015,8,3,0,0
East,3747832079,34,pack2,788.07513,872.32031,2015-09,2015,9,3,2,1
East,3747832079,34,pack2,601.36792,328.35956,2015-10,2015,10,4,7,1
East,3747832079,34,pack2,1159.7175,232.67523,2015-11,2015,11,4,0,0
East,3747832079,34,pack2,1089.1943,558.28058,2015-12,2015,12,4,0,0
East,3747832079,34,pack2,3512.6719,703.15607,2016-01,2016,1,1,3,1
East,3747832079,34,pack2,1417.613,674.20105,2016-02,2016,2,1,7,1
East,3747832079,34,pack2,1435.0282,422.78174,2016-03,2016,3,1,1,1
East,3747832079,34,pack2,1476.8899,840.93439,2016-04,2016,4,2,4,1
East,3747832079,34,pack2,1022.4211,455.66486,2016-05,2016,5,2,2,1
East,3747832079,34,pack2,1633.9758,1109.0568,2016-06,2016,6,2,3,1
East,3747832079,34,pack2,2018.4845,634.28748,2016-07,2016,7,3,0,0
East,3747832079,34,pack2,1418.6938,209.49625,2016-08,2016,8,3,0,0
East,3747832079,34,pack2,898.66656,434.39435,2016-09,2016,9,3,3,1
East,3747832079,34,pack2,1918.2291,151.06606,2016-10,2016,10,4,7,1
East,3747832079,34,pack2,2244.9866,1454.6742,2016-11,2016,11,4,0,0
East,3747832079,34,pack2,2418.095,1234.1959,2016-12,2016,12,4,1,1
East,3747832079,34,pack2,4879.9492,717.62433,2017-01,2017,1,1,7,1
East,3747832079,34,pack2,2173.2144,1065.8633,2017-02,2017,2,1,2,1
East,3747832079,34,pack2,3019.6284,1023.1226,2017-03,2017,3,1,1,1
East,3747832079,34,pack2,1477.4175,762.3382,2017-04,2017,4,2,5,1
East,3747832079,34,pack2,3393.8157,1433.2362,2017-05,2017,5,2,4,1
East,3747832079,34,pack2,3579.6917,1126.2563,2017-06,2017,6,2,0,0
East,3747832079,34,pack2,3079.9426,1159.9956,2017-07,2017,7,3,0,0
East,3747832079,34,pack2,2981.3989,885.67059,2017-08,2017,8,3,0,0
East,3747832079,34,pack2,2370.6194,830.6377,2017-09,2017,9,3,0,0
East,3747832079,34,pack2,2173.2144,707.93402,2017-10,2017,10,4,8,1
East,3747832079,34,pack2,3019.6284,597.7782,2017-11,2017,11,4,0,0
East,5203395462,33,pack2,429.91046,0,2016-05,2016,5,2,2,1
East,5203395462,33,pack2,0,0,2016-06,2016,6,2,3,1
East,5203395462,33,pack2,0,0,2016-07,2016,7,3,0,0
East,5203395462,33,pack2,0,0,2016-08,2016,8,3,0,0
East,5203395462,33,pack2,552.45892,0,2016-09,2016,9,3,3,1
East,5203395462,33,pack2,0,0,2016-10,2016,10,4,7,1
East,5203395462,33,pack2,908.05933,0,2016-11,2016,11,4,0,0
East,5203395462,33,pack2,647.74829,0,2016-12,2016,12,4,1,1
East,5203395462,33,pack2,1337.2224,572.56378,2017-01,2017,1,1,7,1
East,5203395462,33,pack2,521.39246,270.92444,2017-02,2017,2,1,2,1
East,5203395462,33,pack2,479.73328,0,2017-03,2017,3,1,1,1
East,5203395462,33,pack2,0,0,2017-04,2017,4,2,5,1
East,5203395462,33,pack2,0,542.12537,2017-05,2017,5,2,4,1
East,5203395462,33,pack2,402.96085,706.62567,2017-06,2017,6,2,0,0
East,5203395462,33,pack2,462.12,351.9165,2017-07,2017,7,3,0,0
East,5203395462,33,pack2,1193.5894,627.04462,2017-08,2017,8,3,0,0
East,5203395462,33,pack2,1352.4803,692.82739,2017-09,2017,9,3,0,0
East,5203395462,33,pack2,521.39246,743.22516,2017-10,2017,10,4,8,1
East,5203395462,33,pack2,479.73328,0,2017-11,2017,11,4,0,0
East,5763825994,33,pack1,7440.5078,34619.797,2014-01,2014,1,1,2,1
East,5763825994,33,pack1,5356.9751,18981.691,2014-02,2014,2,1,6,1
East,5763825994,33,pack1,6413.7905,24543.08,2014-03,2014,3,1,1,1
East,5763825994,33,pack1,10021.446,25165.215,2014-04,2014,4,2,3,1
East,5763825994,33,pack1,7545.123,28477.129,2014-05,2014,5,2,4,1
East,5763825994,33,pack1,7699.1758,24051.102,2014-06,2014,6,2,2,1
East,5763825994,33,pack1,9333.9736,20610.361,2014-07,2014,7,3,0,0
East,5763825994,33,pack1,8644.1436,25599.084,2014-08,2014,8,3,0,0
East,5763825994,33,pack1,8001.5435,24849.316,2014-09,2014,9,3,3,1
East,5763825994,33,pack1,3450.2097,18669.98,2014-10,2014,10,4,7,1
East,5763825994,33,pack1,5035.5957,25113.143,2014-11,2014,11,4,0,0
East,5763825994,33,pack1,3490.9414,15145.869,2014-12,2014,12,4,0,0
East,5763825994,33,pack1,11110.79,19531.359,2015-01,2015,1,1,3,1
East,5763825994,33,pack1,4098.3066,7178.7378,2015-02,2015,2,1,7,1
East,5763825994,33,pack1,9281.5557,16192.872,2015-03,2015,3,1,1,1
East,5763825994,33,pack1,7890.0137,15958.662,2015-04,2015,4,2,3,1
East,5763825994,33,pack1,8928.418,20269.207,2015-05,2015,5,2,3,1
East,5763825994,33,pack1,9792.6572,19322.186,2015-06,2015,6,2,3,1
East,5763825994,33,pack1,12344.813,17587.42,2015-07,2015,7,3,0,0
East,5763825994,33,pack1,9582.8643,22995.723,2015-08,2015,8,3,0,0
East,5763825994,33,pack1,8875.7031,17752.236,2015-09,2015,9,3,2,1
East,5763825994,33,pack1,3267.1267,25365.244,2015-10,2015,10,4,7,1
East,5763825994,33,pack1,3167.9863,23092.469,2015-11,2015,11,4,0,0
East,5763825994,33,pack1,2471.9783,17696.486,2015-12,2015,12,4,0,0
East,5763825994,33,pack1,10586.563,10941.661,2016-01,2016,1,1,3,1
East,5763825994,33,pack1,4758.7964,15628.283,2016-02,2016,2,1,7,1
East,5763825994,33,pack1,4666.082,11008.316,2016-03,2016,3,1,1,1
East,5763825994,33,pack1,6751.2485,6613.48,2016-04,2016,4,2,4,1
East,5763825994,33,pack1,9606.4863,12174.956,2016-05,2016,5,2,2,1
East,5763825994,33,pack1,7739.127,14545.252,2016-06,2016,6,2,3,1
East,5763825994,33,pack1,7315.4937,11433.762,2016-07,2016,7,3,0,0
East,5763825994,33,pack1,9004.1299,13718.384,2016-08,2016,8,3,0,0
East,5763825994,33,pack1,9119.7402,15013.434,2016-09,2016,9,3,3,1
East,5763825994,33,pack1,3851.6086,13255.262,2016-10,2016,10,4,7,1
East,5763825994,33,pack1,1430.9347,14734.167,2016-11,2016,11,4,0,0
East,5763825994,33,pack1,1244.0449,15063.491,2016-12,2016,12,4,1,1
East,5763825994,33,pack1,17814.32,9501.8623,2017-01,2017,1,1,7,1
East,5763825994,33,pack1,4219.5879,12143.33,2017-02,2017,2,1,2,1
East,5763825994,33,pack1,5513.0303,12197.034,2017-03,2017,3,1,1,1
East,5763825994,33,pack1,8263.7529,14097.918,2017-04,2017,4,2,5,1
East,5763825994,33,pack1,8401.1084,12824.049,2017-05,2017,5,2,4,1
East,5763825994,33,pack1,12428.602,22071.611,2017-06,2017,6,2,0,0
East,5763825994,33,pack1,11978.21,28746.988,2017-07,2017,7,3,0,0
East,5763825994,33,pack1,8645.1328,21926.084,2017-08,2017,8,3,0,0
East,5763825994,33,pack1,5748.6016,22045.086,2017-09,2017,9,3,0,0
East,5763825994,33,pack1,4219.5879,13828.941,2017-10,2017,10,4,8,1
East,5763825994,33,pack1,5513.0303,11636.46,2017-11,2017,11,4,0,0
East,6179328252,34,pack1,5769.6162,20680.369,2014-01,2014,1,1,2,1
East,6179328252,34,pack1,3441.0376,6474.7554,2014-02,2014,2,1,6,1
East,6179328252,34,pack1,2572.1973,8165.7285,2014-03,2014,3,1,1,1
East,6179328252,34,pack1,5595.9033,6279.3984,2014-04,2014,4,2,3,1
East,6179328252,34,pack1,4852.3623,10666.954,2014-05,2014,5,2,4,1
East,6179328252,34,pack1,3683.7651,8841.1982,2014-06,2014,6,2,2,1
East,6179328252,34,pack1,5485.2241,7827.3345,2014-07,2014,7,3,0,0
East,6179328252,34,pack1,2312.366,6479.5449,2014-08,2014,8,3,0,0
East,6179328252,34,pack1,4520.9185,7018.6738,2014-09,2014,9,3,3,1
East,6179328252,34,pack1,2321.5894,3212.345,2014-10,2014,10,4,7,1
East,6179328252,34,pack1,1500.5399,2632.5081,2014-11,2014,11,4,0,0
East,6179328252,34,pack1,1382.0814,1684.6033,2014-12,2014,12,4,0,0
East,6179328252,34,pack1,6624.7529,1557.5491,2015-01,2015,1,1,3,1
East,6179328252,34,pack1,3262.582,1631.2983,2015-02,2015,2,1,7,1
East,6179328252,34,pack1,5078.1484,3150.3933,2015-03,2015,3,1,1,1
East,6179328252,34,pack1,8153.8599,5358.0327,2015-04,2015,4,2,3,1
East,6179328252,34,pack1,7772.8052,7931.4775,2015-05,2015,5,2,3,1
East,6179328252,34,pack1,7135.2681,11508.573,2015-06,2015,6,2,3,1
East,6179328252,34,pack1,4902.6123,14802.628,2015-07,2015,7,3,0,0
East,6179328252,34,pack1,5844.2773,13493.948,2015-08,2015,8,3,0,0
East,6179328252,34,pack1,6877.9438,8891.9258,2015-09,2015,9,3,2,1
East,6179328252,34,pack1,1483.0702,4396.1895,2015-10,2015,10,4,7,1
East,6179328252,34,pack1,2779.8723,7669.5151,2015-11,2015,11,4,0,0
East,6179328252,34,pack1,679.51208,5888.8774,2015-12,2015,12,4,0,0
East,6179328252,34,pack1,13038.192,6219.7178,2016-01,2016,1,1,3,1
East,6179328252,34,pack1,7570.7905,12372.444,2016-02,2016,2,1,7,1
East,6179328252,34,pack1,9253.5264,13392.454,2016-03,2016,3,1,1,1
East,6179328252,34,pack1,13037.56,14503.886,2016-04,2016,4,2,4,1
East,6179328252,34,pack1,10677.713,16390.215,2016-05,2016,5,2,2,1
East,6179328252,34,pack1,11642.173,14380.499,2016-06,2016,6,2,3,1
East,6179328252,34,pack1,7069.6758,14352.241,2016-07,2016,7,3,0,0
East,6179328252,34,pack1,7628.1602,17735.963,2016-08,2016,8,3,0,0
East,6179328252,34,pack1,6728.6138,13848.129,2016-09,2016,9,3,3,1
East,6179328252,34,pack1,6045.8301,14342.665,2016-10,2016,10,4,7,1
East,6179328252,34,pack1,8889.9199,14032.926,2016-11,2016,11,4,0,0
East,6179328252,34,pack1,2126.1311,8865.6543,2016-12,2016,12,4,1,1
East,6179328252,34,pack1,16150.48,13260.294,2017-01,2017,1,1,7,1
East,6179328252,34,pack1,8002.7939,14614.156,2017-02,2017,2,1,2,1
East,6179328252,34,pack1,3478.2441,15224.466,2017-03,2017,3,1,1,1
East,6179328252,34,pack1,4284.9497,15011.365,2017-04,2017,4,2,5,1
East,6179328252,34,pack1,8596.2441,14070.323,2017-05,2017,5,2,4,1
East,6179328252,34,pack1,11659.994,18392.889,2017-06,2017,6,2,0,0
East,6179328252,34,pack1,11840.486,17238.389,2017-07,2017,7,3,0,0
East,6179328252,34,pack1,8666.8809,13355.098,2017-08,2017,8,3,0,0
East,6179328252,34,pack1,8925.1191,12221.049,2017-09,2017,9,3,0,0
East,6179328252,34,pack1,8002.7939,2819.4045,2017-10,2017,10,4,8,1
East,6179328252,34,pack1,3478.2441,4144.7559,2017-11,2017,11,4,0,0
East,9310070030,33,pack1,19405.523,130682.73,2014-01,2014,1,1,2,1
East,9310070030,33,pack1,13127.869,75778.461,2014-02,2014,2,1,6,1
East,9310070030,33,pack1,12843.027,116325.41,2014-03,2014,3,1,1,1
East,9310070030,33,pack1,15407.843,112656.48,2014-04,2014,4,2,3,1
East,9310070030,33,pack1,14285.984,123831.63,2014-05,2014,5,2,4,1
East,9310070030,33,pack1,12180.946,162433.31,2014-06,2014,6,2,2,1
East,9310070030,33,pack1,16222.777,136280.34,2014-07,2014,7,3,0,0
East,9310070030,33,pack1,13726.06,117636.34,2014-08,2014,8,3,0,0
East,9310070030,33,pack1,7623.0181,57689.887,2014-09,2014,9,3,3,1
East,9310070030,33,pack1,9638.6943,64671.191,2014-10,2014,10,4,7,1
East,9310070030,33,pack1,3239.665,70680.938,2014-11,2014,11,4,0,0
East,9310070030,33,pack1,2584.2441,8044.123,2014-12,2014,12,4,0,0
East,9310070030,33,pack1,19198.055,91952.68,2015-01,2015,1,1,3,1
East,9310070030,33,pack1,7761.9087,62736.938,2015-02,2015,2,1,7,1
East,9310070030,33,pack1,9166.7852,25284.408,2015-03,2015,3,1,1,1
East,9310070030,33,pack1,14502.078,74019.609,2015-04,2015,4,2,3,1
East,9310070030,33,pack1,13808.128,66892.977,2015-05,2015,5,2,3,1
East,9310070030,33,pack1,14506.382,96407.172,2015-06,2015,6,2,3,1
East,9310070030,33,pack1,14844.772,114903.39,2015-07,2015,7,3,0,0
East,9310070030,33,pack1,17073.506,52300.023,2015-08,2015,8,3,0,0
East,9310070030,33,pack1,7386.1904,80770.586,2015-09,2015,9,3,2,1
East,9310070030,33,pack1,2502.2922,21840.73,2015-10,2015,10,4,7,1
East,9310070030,33,pack1,6401.1099,16269.414,2015-11,2015,11,4,0,0
East,9310070030,33,pack1,2077.5391,34789.465,2015-12,2015,12,4,0,0
East,9310070030,33,pack1,16948.391,20883.229,2016-01,2016,1,1,3,1
East,9310070030,33,pack1,8667.1445,5765.8047,2016-02,2016,2,1,7,1
East,9310070030,33,pack1,9383.6738,28512.66,2016-03,2016,3,1,1,1
East,9310070030,33,pack1,7394.6738,27282.375,2016-04,2016,4,2,4,1
East,9310070030,33,pack1,11459.448,8777.2236,2016-05,2016,5,2,2,1
East,9310070030,33,pack1,11401.117,39180.199,2016-06,2016,6,2,3,1
East,9310070030,33,pack1,13390.279,33444.262,2016-07,2016,7,3,0,0
East,9310070030,33,pack1,7286.2041,24410.76,2016-08,2016,8,3,0,0
East,9310070030,33,pack1,5967.9204,21102.51,2016-09,2016,9,3,3,1
East,9310070030,33,pack1,4005.4185,11932.748,2016-10,2016,10,4,7,1
East,9310070030,33,pack1,5198.5664,31336.879,2016-11,2016,11,4,0,0
East,9310070030,33,pack1,509.91776,16136.967,2016-12,2016,12,4,1,1
East,9310070030,33,pack1,11859.523,33053.859,2017-01,2017,1,1,7,1
East,9310070030,33,pack1,3699.5354,18262.307,2017-02,2017,2,1,2,1
East,9310070030,33,pack1,5275.6357,29341.891,2017-03,2017,3,1,1,1
East,9310070030,33,pack1,5045.2383,34047.676,2017-04,2017,4,2,5,1
East,9310070030,33,pack1,9052.2588,63550.066,2017-05,2017,5,2,4,1
East,9310070030,33,pack1,7530.8843,57219.805,2017-06,2017,6,2,0,0
East,9310070030,33,pack1,10473.852,86099.375,2017-07,2017,7,3,0,0
East,9310070030,33,pack1,7661.6187,89875.313,2017-08,2017,8,3,0,0
East,9310070030,33,pack1,3212.0049,41899.695,2017-09,2017,9,3,0,0
East,9310070030,33,pack1,3699.5354,48137.129,2017-10,2017,10,4,8,1
East,9310070030,33,pack1,5275.6357,7316.9561,2017-11,2017,11,4,0,0
Inner,1698579415,53,pack1,542.37909,70.160774,2014-03,2014,3,1,1,1
Inner,1698579415,53,pack1,478.36282,659.13507,2014-04,2014,4,2,3,1
Inner,1698579415,53,pack1,2363.3601,484.21298,2014-05,2014,5,2,4,1
Inner,1698579415,53,pack1,956.51166,1435.428,2014-06,2014,6,2,2,1
Inner,1698579415,53,pack1,1034.1523,1357.4063,2014-07,2014,7,3,0,0
Inner,1698579415,53,pack1,3334.7205,1184.6089,2014-08,2014,8,3,0,0
Inner,1698579415,53,pack1,3955.6267,1659.6366,2014-09,2014,9,3,3,1
Inner,1698579415,53,pack1,1466.2386,2520.8188,2014-10,2014,10,4,7,1
Inner,1698579415,53,pack1,2731.4019,1141.2168,2014-11,2014,11,4,0,0
Inner,1698579415,53,pack1,2466.303,1231.4811,2014-12,2014,12,4,0,0
Inner,1698579415,53,pack1,2531.4019,3191.0667,2015-01,2015,1,1,3,1
Inner,1698579415,53,pack1,2664.6135,812.42761,2015-02,2015,2,1,7,1
Inner,1698579415,53,pack1,4887.748,2650.2466,2015-03,2015,3,1,1,1
Inner,1698579415,53,pack1,5596.897,2150.6665,2015-04,2015,4,2,3,1
Inner,1698579415,53,pack1,4713.5059,2354.6948,2015-05,2015,5,2,3,1
Inner,1698579415,53,pack1,4190.6201,2993.6738,2015-06,2015,6,2,3,1
Inner,1698579415,53,pack1,3702.5862,2884.3098,2015-07,2015,7,3,0,0
Inner,1698579415,53,pack1,8075.4038,4072.7568,2015-08,2015,8,3,0,0
Inner,1698579415,53,pack1,5127.4448,3575.8948,2015-09,2015,9,3,2,1
Inner,1698579415,53,pack1,2679.927,3610.5615,2015-10,2015,10,4,7,1
Inner,1698579415,53,pack1,3074.7859,3475.3733,2015-11,2015,11,4,0,0
Inner,1698579415,53,pack1,3387.2913,2607.0479,2015-12,2015,12,4,0,0
Inner,1698579415,53,pack1,6164.3687,2271.1128,2016-01,2016,1,1,3,1
Inner,1698579415,53,pack1,1771.1989,3230.1599,2016-02,2016,2,1,7,1
Inner,1698579415,53,pack1,4455.0015,3605.9216,2016-03,2016,3,1,1,1
Inner,1698579415,53,pack1,5310.0991,3070.6772,2016-04,2016,4,2,4,1
Inner,1698579415,53,pack1,6581.9922,4005.3845,2016-05,2016,5,2,2,1
Inner,1698579415,53,pack1,8518.7236,3764.0376,2016-06,2016,6,2,3,1
Inner,1698579415,53,pack1,8378.4639,3910.4568,2016-07,2016,7,3,0,0
Inner,1698579415,53,pack1,5950.7173,3779.8318,2016-08,2016,8,3,0,0
Inner,1698579415,53,pack1,5316.8779,5269.0122,2016-09,2016,9,3,3,1
Inner,1698579415,53,pack1,5050.707,4178.9614,2016-10,2016,10,4,7,1
Inner,1698579415,53,pack1,5731.6123,4293.8628,2016-11,2016,11,4,0,0
Inner,1698579415,53,pack1,3344.8787,2068.5691,2016-12,2016,12,4,1,1
Inner,1698579415,53,pack1,10845.814,4355.8091,2017-01,2017,1,1,7,1
Inner,1698579415,53,pack1,5903.7544,4191.7412,2017-02,2017,2,1,2,1
Inner,1698579415,53,pack1,5227.2246,6702.8198,2017-03,2017,3,1,1,1
Inner,1698579415,53,pack1,7880.6265,4608.5791,2017-04,2017,4,2,5,1
Inner,1698579415,53,pack1,7653.1162,8213.4531,2017-05,2017,5,2,4,1
Inner,1698579415,53,pack1,12025.769,5969.2373,2017-06,2017,6,2,0,0
Inner,1698579415,53,pack1,13284.921,6120.0488,2017-07,2017,7,3,0,0
Inner,1698579415,53,pack1,9007.6875,5307.4263,2017-08,2017,8,3,0,0
Inner,1698579415,53,pack1,10091.991,5616.5571,2017-09,2017,9,3,0,0
Inner,1698579415,53,pack1,5903.7544,3848.189,2017-10,2017,10,4,8,1
Inner,1698579415,53,pack1,5227.2246,2634.019,2017-11,2017,11,4,0,0
Inner,2111256114,33,pack2,14243.073,6719.9355,2014-01,2014,1,1,2,1
Inner,2111256114,33,pack2,5671.7441,9055.377,2014-02,2014,2,1,6,1
Inner,2111256114,33,pack2,12652.093,15056.263,2014-03,2014,3,1,1,1
Inner,2111256114,33,pack2,7449.8369,10794.742,2014-04,2014,4,2,3,1
Inner,2111256114,33,pack2,13274.051,13553.73,2014-05,2014,5,2,4,1
Inner,2111256114,33,pack2,9501.3662,24190.018,2014-06,2014,6,2,2,1
Inner,2111256114,33,pack2,15521.267,18346.771,2014-07,2014,7,3,0,0
Inner,2111256114,33,pack2,9362.8438,32414.227,2014-08,2014,8,3,0,0
Inner,2111256114,33,pack2,15250.239,37630.344,2014-09,2014,9,3,3,1
Inner,2111256114,33,pack2,7074.3389,11035.276,2014-10,2014,10,4,7,1
Inner,2111256114,33,pack2,10360.191,14460.898,2014-11,2014,11,4,0,0
Inner,2111256114,33,pack2,14877.311,35296.996,2014-12,2014,12,4,0,0
Inner,2111256114,33,pack2,12256.069,23844.965,2015-01,2015,1,1,3,1
Inner,2111256114,33,pack2,10622.737,22373.939,2015-02,2015,2,1,7,1
Inner,2111256114,33,pack2,11869.954,20114.066,2015-03,2015,3,1,1,1
Inner,2111256114,33,pack2,11979.757,11286.9,2015-04,2015,4,2,3,1
Inner,2111256114,33,pack2,9705.0088,14035.438,2015-05,2015,5,2,3,1
Inner,2111256114,33,pack2,7554.144,24909.146,2015-06,2015,6,2,3,1
Inner,2111256114,33,pack2,6922.4951,47607.125,2015-07,2015,7,3,0,0
Inner,2111256114,33,pack2,11748.673,53072.34,2015-08,2015,8,3,0,0
Inner,2111256114,33,pack2,17995.229,45339.277,2015-09,2015,9,3,2,1
Inner,2111256114,33,pack2,8249.0303,17561.078,2015-10,2015,10,4,7,1
Inner,2111256114,33,pack2,13253.829,22185.697,2015-11,2015,11,4,0,0
Inner,2111256114,33,pack2,8855.3623,41103.461,2015-12,2015,12,4,0,0
Inner,2111256114,33,pack2,18055.699,14438.398,2016-01,2016,1,1,3,1
